,Unnamed: 0,User_id,Type,Content_id,Url,Reply_to_content_id,Thread_id,Subforum,Title,Content,Timestamp,Search_Term,Matching_Word,Has_Other_Sentiment,Target_Sentence,Category
0,1,204542,Post,['146188473'],https://forums.hardwarezone.com.sg/threads/household-incomes-rose-in-2022-income-inequality-fell.6870671/,,6870671.0,Forums,"Household incomes rose in 2022, income inequality fell","singapore - median household income grew in 2022, both before and after adjusting for inflation, according to figures released by the singapore department of statistics (singstat) on thursday. among resident employed households, monthly household income from work grew by 6.1 per cent in nominal terms, or before adjusting for inflation, from $9,520 in 2021 to $10,099 in 2022. such households are where the household reference person - previously referred to as the head of household - is a singapore citizen or permanent resident, and have at least one employed person. after adjusting for inflation, median monthly household income from work rose 0.2 per cent in real terms, or after adjusting for inflation, in 2022. household income from work includes employer central provident fund (cpf) contributions. from 2017 to 2022, median monthly household income from work of resident employed households increased 2.9 per cent cumulatively, or 0.6 per cent per annum in real terms. taking into account household size, median monthly household income from work per household member rose from $3,027 in 2021 to $3,287 in 2022, an increase of 8.6 per cent in nominal terms or 2.6 per cent in real terms. from 2017 to 2022, median monthly household income per household member grew by 11.9 per cent cumulatively or 2.3 per cent per annum in real terms. all but top earners see real incomes rise  households across most income deciles saw increases in real average household income from work per household member. in 2022, the average household income from work per household member of resident employed households in all income groups rose in nominal terms, with the increases ranging from 5.3 to 15.6 per cent. after adjusting for inflation, households in the first nine deciles saw real income growth of 1.1 to 10.1 per cent, while those in the top decile saw a real income decline of 1.3 per cent. between 2017 and 2022, the average household income from work per household member of resident employed households in the first nine deciles rose 1.5 to 3.0 per cent per annum in real terms, while that in the top decile recorded a decline of 0.4 per cent per annum in real terms. the decline experienced by the top decile was because of a larger increase in household size from 2.26 in 2021 to 2.34 in 2022, compared to households in the other deciles. this, coupled with higher inflation experienced in 2022, contributed to the decline in their real household income in 2022. more government transfers  resident households, including households with no employed person, received $5,765 per household member on average from government schemes in 2022. this was higher than the $5,257 received in 2021, due to the one-off and transitionary measures in 2022, as well as enhanced schemes, to cushion the impact of the gst rate increase and higher inflation on cost of living, said singstat. resident households staying in hdb 1- & 2-room flats continued to receive the most government transfers. in 2022, they received $12,189 per household member on average from government schemes, close to double the transfers received by resident households staying in hdb 3-room flats. the gini coefficient based on household income from work per household member - before government transfers and taxes - fell to 0.437 in 2022, from 0.444 in 2021. income inequality is measured by the gini coefficient. a gini coefficient equal to zero occurs when there is total income equality, and it hits one when there is total inequality. after adjusting for government transfers and taxes, the gini coefficient in 2022 fell from 0.437 to 0.378.  this reflected the redistributive effect of government transfers and taxes,  said singstat. nonetheless, this is still slightly higher than the gini coefficient of 0.375 in 2020, which was the lowest on record. the report on  key household income trends, 2022  is available on singstat s website. household incomes in s pore rise in 2022 but inflation chips away at growth after adjusting for inflation, households in the first nine deciles saw real income growth of 1.1 to 10.1 per cent.  read more at straitstimes.com. www.straitstimes.com",2023-02-09 10:21:12,income inequality,True,False, $T$ is measured by the gini coefficient,income
1,2,474880,Post,['115313181'],https://forums.hardwarezone.com.sg/threads/bachelors-second-upper-class-honours.5861595/,,,Forums,,"hi, want to get views from you all. what does it mean if you got a second upper class honours degree? how is it different from a normal degree or a local uni degree? how we rack up against local uni? in terms of job rank, job pay, job opportunities?",2018-07-05 15:55:32,upper class,True,False," what does it mean if you got a second $T$ honours degree? how is it different from a normal degree or a local uni degree? how we rack up against local uni? in terms of job rank, job pay, job opportunities?",general
2,10,664200,Post,['113150442'],https://forums.hardwarezone.com.sg/threads/cpf-questions-medisave-after-55-ra-topup.5787403/,,5787403.0,Forums,CPF questions : Medisave after 55 & RA Topup,"1. medisave after 55 as i understand excess in medisave gets flowed into ra after 55. and if ra meets brs/frs, it will flow back to oa with recent introduction of ers, have the rules? 2. ra topup & payout adjustment i have previously topup my parents ra & started their payout. if i topup again, will their payout be adjusted or unchanged & i need to request for adjustment (if required)? tia!",2018-03-06 23:26:17,medisave,True,False, $T$ after 55 as i understand excess in medisave gets flowed into ra after 55,
3,10,664200,Post,['113150442'],https://forums.hardwarezone.com.sg/threads/cpf-questions-medisave-after-55-ra-topup.5787403/,,5787403.0,Forums,CPF questions : Medisave after 55 & RA Topup,"1. medisave after 55 as i understand excess in medisave gets flowed into ra after 55. and if ra meets brs/frs, it will flow back to oa with recent introduction of ers, have the rules? 2. ra topup & payout adjustment i have previously topup my parents ra & started their payout. if i topup again, will their payout be adjusted or unchanged & i need to request for adjustment (if required)? tia!",2018-03-06 23:26:17,medisave,True,False, medisave after 55 as i understand excess in $T$ gets flowed into ra after 55,
4,16,815074,Post,['145992640'],https://forums.hardwarezone.com.sg/threads/can-cdac-directors-oyk-sun-xl-koh-pk-chee-hong-tat-baey-yk-explain-why-pay-20-staff-100k-per-annum-paid-wif-1-donations-from-almost-all-sinkies.6866152/,,6866152.0,Forums,"Can CDAC directors OYK, Sun XL, Koh PK, Chee Hong Tat, Baey YK explain why pay 20 staff >$100k per annum paid wif$1 donations from almost all Sinkies?",cdac audited report fy 2021 read cdac audited report fy 2021 by cdac on issuu and browse thousands of other publications on our platform. start here! issuu.com thought cdac is to help the poor? how does paying $100k to the staff help the poor? and they get hundreds of thousands of sinkies to donate $1 each month to them by default? they collect 50 cents to a dollar from low income workers to pay their key staff $100-300k each year? thanks to @balian for highlighting.,2023-01-27 00:43:39,cdac,True,False,$T$ audited report fy 2021 read cdac audited report fy 2021 by cdac on issuu and browse thousands of other publications on our platform,
5,16,815074,Post,['145992640'],https://forums.hardwarezone.com.sg/threads/can-cdac-directors-oyk-sun-xl-koh-pk-chee-hong-tat-baey-yk-explain-why-pay-20-staff-100k-per-annum-paid-wif-1-donations-from-almost-all-sinkies.6866152/,,6866152.0,Forums,"Can CDAC directors OYK, Sun XL, Koh PK, Chee Hong Tat, Baey YK explain why pay 20 staff >$100k per annum paid wif$1 donations from almost all Sinkies?",cdac audited report fy 2021 read cdac audited report fy 2021 by cdac on issuu and browse thousands of other publications on our platform. start here! issuu.com thought cdac is to help the poor? how does paying $100k to the staff help the poor? and they get hundreds of thousands of sinkies to donate $1 each month to them by default? they collect 50 cents to a dollar from low income workers to pay their key staff $100-300k each year? thanks to @balian for highlighting.,2023-01-27 00:43:39,cdac,True,False,cdac audited report fy 2021 read $T$ audited report fy 2021 by cdac on issuu and browse thousands of other publications on our platform,
6,16,815074,Post,['145992640'],https://forums.hardwarezone.com.sg/threads/can-cdac-directors-oyk-sun-xl-koh-pk-chee-hong-tat-baey-yk-explain-why-pay-20-staff-100k-per-annum-paid-wif-1-donations-from-almost-all-sinkies.6866152/,,6866152.0,Forums,"Can CDAC directors OYK, Sun XL, Koh PK, Chee Hong Tat, Baey YK explain why pay 20 staff >$100k per annum paid wif$1 donations from almost all Sinkies?",cdac audited report fy 2021 read cdac audited report fy 2021 by cdac on issuu and browse thousands of other publications on our platform. start here! issuu.com thought cdac is to help the poor? how does paying $100k to the staff help the poor? and they get hundreds of thousands of sinkies to donate $1 each month to them by default? they collect 50 cents to a dollar from low income workers to pay their key staff $100-300k each year? thanks to @balian for highlighting.,2023-01-27 00:43:39,cdac,True,False,cdac audited report fy 2021 read $T$ audited report fy 2021 by cdac on issuu and browse thousands of other publications on our platform,
7,16,815074,Post,['145992640'],https://forums.hardwarezone.com.sg/threads/can-cdac-directors-oyk-sun-xl-koh-pk-chee-hong-tat-baey-yk-explain-why-pay-20-staff-100k-per-annum-paid-wif-1-donations-from-almost-all-sinkies.6866152/,,6866152.0,Forums,"Can CDAC directors OYK, Sun XL, Koh PK, Chee Hong Tat, Baey YK explain why pay 20 staff >$100k per annum paid wif$1 donations from almost all Sinkies?",cdac audited report fy 2021 read cdac audited report fy 2021 by cdac on issuu and browse thousands of other publications on our platform. start here! issuu.com thought cdac is to help the poor? how does paying $100k to the staff help the poor? and they get hundreds of thousands of sinkies to donate $1 each month to them by default? they collect 50 cents to a dollar from low income workers to pay their key staff $100-300k each year? thanks to @balian for highlighting.,2023-01-27 00:43:39,cdac,True,False,com thought $T$ is to help the poor? how does paying $100k to the staff help the poor? and they get hundreds of thousands of sinkies to donate $1 each month to them by default? they collect 50 cents to a dollar from low income workers to pay their key staff $100-300k each year? thanks to @balian for highlighting,
8,24,789529,Post,['146795555'],https://forums.hardwarezone.com.sg/threads/news-high-court-rules-that-accident-victim-can-claim-govt-medical-subsidies-after-vehicle-accident-but-has-to-return-full-sum-to-moh.6884961/,,,Forums,,"accident victim can claim govt medical subsidies but has to return sum to moh she sustained serious injuries after she was knocked down by a car while crossing the road in january 2020. read more at straitstimes.com. www.straitstimes.com singapore - the high court has allowed an 84-year-old woman to claim from insurers about $39,000 in government subsidies and grants that was used to foot her medical bills after she was hurt in a traffic accident. but madam eng beng would also have to make good on her word to return this amount to the public coffers. on tuesday, justice tan siong thye awarded madam eng $39,515.08 in special damages, comprising various government subsidies and grants that were deducted from her medical bills. the judge directed madam eng to return this amount, less the legal costs she incurred in pursuing her claim, to the ministry of health (moh). the ministry is free to let her keep the money or use it for other public purposes. madam eng had earlier told the court that if her claim was allowed, she was willing to accept the court s order that the funds be returned. justice tan said her  gracious overture  would completely demolish the insurer s argument that madam eng would have enjoyed double recovery if it paid the sum to her. on jan 9, 2020, madam eng, then 81, was crossing the road when she was knocked down by a car driven by mr lo kok jong. she was hospitalised at tan tock seng hospital for serious injuries, including a fractured ankle, and was later moved to a community hospital. in june 2020, madam eng, represented by ms v.m. vidthiya, filed a negligence suit against mr lo. on july 2, 2022, a deputy registrar awarded madam eng damages of $36,348.64, comprising general damages of $18,600 for pain and suffering as well as special damages for medical expenses, transport expenses and medical apparatus. the deputy registrar, however, refused to award her an additional sum of $39,515.08, which she had claimed as special damages for medical expenses. this sum comprised generic government and pioneer generation subsidies, and government grants for community hospital services and medical drugs. these sums were deducted from her bills and as a result, she paid less than $500 out of pocket. after her appeal to a district judge was dismissed, she took her case to the high court. in his written judgment, justice tan noted that generally, if an injured plaintiff has received collateral benefits from parties other than the defendant, this should be taken into account when considering the amount recoverable from the defendant. there are, however, two exceptions to this rule against double recovery. first, where the injured plaintiff recovers a payout under an insurance policy for which the person has paid the premiums, the insurance monies are not deductible from damages payable. second, where the injured plaintiff receives funds from the benevolence of others prompted by sympathy, the donated funds are not deductible from damages payable. madam eng argued that the subsidies and grants could fall within the benevolence exception. mr lo s insurers argued that the subsidies and grants do not contain the requisite charitable intent, as they were not  prompted by sympathy  but attached systematically to her by virtue of citizenship, age and income level. justice tan said the court cannot ignore the reality that the subsidies and grants are part of schemes that utilise taxpayers  monies to support the healthcare needs of the population. he noted that the insurer s lawyers admitted that it would have been willing to compensate madam eng for private hospital medical bills if she had sought treatment at a private hospital. he said it was ultimately a binary situation   should madam eng be able to claim the amount from mr lo s insurers, or should the insurers benefit by being able to pay her a lower sum after the deduction of subsidies and grants?  the commonsensical answer must be that the government extended the subsidies and grants amounting to $39,515.08 specifically to the appellant for her enjoyment, and not to relieve the respondent of his liability,  said the judge. he concluded that subsidies and grants were specifically conferred upon madam eng as she had met the stringent criteria, and that they were akin to collateral benefits that fall within the benevolence exception.",2023-03-22 11:59:32,medical expenses,True,False,"64, comprising general damages of $18,600 for pain and suffering as well as special damages for $T$, transport expenses and medical apparatus",health
9,24,789529,Post,['146795555'],https://forums.hardwarezone.com.sg/threads/news-high-court-rules-that-accident-victim-can-claim-govt-medical-subsidies-after-vehicle-accident-but-has-to-return-full-sum-to-moh.6884961/,,,Forums,,"accident victim can claim govt medical subsidies but has to return sum to moh she sustained serious injuries after she was knocked down by a car while crossing the road in january 2020. read more at straitstimes.com. www.straitstimes.com singapore - the high court has allowed an 84-year-old woman to claim from insurers about $39,000 in government subsidies and grants that was used to foot her medical bills after she was hurt in a traffic accident. but madam eng beng would also have to make good on her word to return this amount to the public coffers. on tuesday, justice tan siong thye awarded madam eng $39,515.08 in special damages, comprising various government subsidies and grants that were deducted from her medical bills. the judge directed madam eng to return this amount, less the legal costs she incurred in pursuing her claim, to the ministry of health (moh). the ministry is free to let her keep the money or use it for other public purposes. madam eng had earlier told the court that if her claim was allowed, she was willing to accept the court s order that the funds be returned. justice tan said her  gracious overture  would completely demolish the insurer s argument that madam eng would have enjoyed double recovery if it paid the sum to her. on jan 9, 2020, madam eng, then 81, was crossing the road when she was knocked down by a car driven by mr lo kok jong. she was hospitalised at tan tock seng hospital for serious injuries, including a fractured ankle, and was later moved to a community hospital. in june 2020, madam eng, represented by ms v.m. vidthiya, filed a negligence suit against mr lo. on july 2, 2022, a deputy registrar awarded madam eng damages of $36,348.64, comprising general damages of $18,600 for pain and suffering as well as special damages for medical expenses, transport expenses and medical apparatus. the deputy registrar, however, refused to award her an additional sum of $39,515.08, which she had claimed as special damages for medical expenses. this sum comprised generic government and pioneer generation subsidies, and government grants for community hospital services and medical drugs. these sums were deducted from her bills and as a result, she paid less than $500 out of pocket. after her appeal to a district judge was dismissed, she took her case to the high court. in his written judgment, justice tan noted that generally, if an injured plaintiff has received collateral benefits from parties other than the defendant, this should be taken into account when considering the amount recoverable from the defendant. there are, however, two exceptions to this rule against double recovery. first, where the injured plaintiff recovers a payout under an insurance policy for which the person has paid the premiums, the insurance monies are not deductible from damages payable. second, where the injured plaintiff receives funds from the benevolence of others prompted by sympathy, the donated funds are not deductible from damages payable. madam eng argued that the subsidies and grants could fall within the benevolence exception. mr lo s insurers argued that the subsidies and grants do not contain the requisite charitable intent, as they were not  prompted by sympathy  but attached systematically to her by virtue of citizenship, age and income level. justice tan said the court cannot ignore the reality that the subsidies and grants are part of schemes that utilise taxpayers  monies to support the healthcare needs of the population. he noted that the insurer s lawyers admitted that it would have been willing to compensate madam eng for private hospital medical bills if she had sought treatment at a private hospital. he said it was ultimately a binary situation   should madam eng be able to claim the amount from mr lo s insurers, or should the insurers benefit by being able to pay her a lower sum after the deduction of subsidies and grants?  the commonsensical answer must be that the government extended the subsidies and grants amounting to $39,515.08 specifically to the appellant for her enjoyment, and not to relieve the respondent of his liability,  said the judge. he concluded that subsidies and grants were specifically conferred upon madam eng as she had met the stringent criteria, and that they were akin to collateral benefits that fall within the benevolence exception.",2023-03-22 11:59:32,medical expenses,True,False,"08, which she had claimed as special damages for $T$",health
